EmployeeID,Age,Department,MaritalStatus,EducationField,DistanceFromHome,MonthlyIncome,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,TotalWorkingYears,TrainingTimesLastYear,NumCompaniesWorked,JobSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,OverTime,BusinessTravel,Gender,StockOptionLevel,PercentSalaryHike,JobRole,Attrition
538,22,Sales,Married,Life Sciences,7,4620,0,0,14,7,3,8,2,4,1,1,2,3,Yes,Travel_Rarely,Female,3,24,Manager,Yes
539,40,Research & Development,Divorced,Medical,16,13138,4,0,14,8,0,2,3,1,3,1,2,3,No,Travel_Rarely,Female,0,21,Research Director,Yes
540,18,Research & Development,Married,Human Resources,21,12263,0,9,10,4,0,7,3,4,3,1,1,3,No,Travel_Rarely,Male,0,20,Laboratory Technician,No
541,47,Research & Development,Divorced,Other,2,13401,20,9,6,29,2,2,3,1,1,3,1,3,No,Travel_Rarely,Female,1,20,Laboratory Technician,No
542,20,Research & Development,Single,Medical,19,9986,11,17,0,11,3,0,1,1,2,4,4,3,No,Travel_Rarely,Female,0,23,Laboratory Technician,Yes
543,26,Research & Development,Married,Other,8,7147,1,9,3,4,1,6,4,2,3,2,3,3,Yes,Travel_Rarely,Female,1,22,Research Director,No
544,25,Sales,Divorced,Medical,12,6492,5,17,1,5,2,6,2,2,1,1,2,4,No,Non-Travel,Male,0,12,Manager,No
545,52,Sales,Divorced,Marketing,19,5872,15,14,11,16,4,8,4,1,4,4,4,3,No,Travel_Rarely,Female,2,18,Manager,No
546,20,Research & Development,Married,Medical,1,9729,14,6,1,23,5,8,2,2,4,2,3,3,Yes,Travel_Frequently,Female,2,16,Research Director,Yes
547,36,Sales,Married,Marketing,1,10126,20,16,10,21,2,0,1,4,3,1,3,4,No,Non-Travel,Male,1,23,Sales Representative,No
548,42,Sales,Married,Other,13,14123,0,8,14,9,2,5,4,3,1,1,1,4,No,Travel_Frequently,Female,2,13,Sales Executive,No
549,39,Research & Development,Married,Human Resources,28,2943,1,10,4,8,2,6,3,3,3,2,3,3,No,Travel_Rarely,Male,0,22,Research Director,Yes
550,46,Research & Development,Married,Human Resources,1,7070,0,1,10,6,0,5,1,1,4,3,1,3,No,Non-Travel,Female,0,17,Laboratory Technician,No
551,51,Sales,Divorced,Medical,23,17347,9,3,13,16,0,0,1,1,1,2,3,3,No,Travel_Rarely,Female,1,23,Sales Executive,No
552,34,Research & Development,Married,Other,3,18474,18,9,6,19,5,0,1,2,4,2,1,3,No,Travel_Rarely,Male,0,21,Research Director,Yes
553,52,Research & Development,Single,Marketing,15,18756,16,4,6,17,0,6,1,4,4,2,3,4,No,Travel_Rarely,Male,3,15,Laboratory Technician,No
554,31,Sales,Married,Technical Degree,13,7514,5,10,3,8,4,7,4,4,1,4,2,3,No,Travel_Rarely,Female,1,22,Sales Executive,No
555,59,Research & Development,Single,Human Resources,14,4468,16,1,6,23,1,1,1,1,1,3,1,3,No,Travel_Rarely,Female,1,12,Research Director,No
556,39,Human Resources,Single,Technical Degree,3,5567,16,4,13,19,4,0,1,2,3,3,2,3,No,Travel_Rarely,Female,1,10,HR Specialist,No
557,48,Research & Development,Married,Technical Degree,22,4373,4,11,9,5,5,3,4,2,4,2,1,3,No,Travel_Frequently,Female,1,17,Laboratory Technician,Yes
558,54,Research & Development,Married,Marketing,8,19182,18,11,3,25,4,2,4,3,4,3,1,3,Yes,Travel_Frequently,Male,0,15,Manufacturing Director,Yes
559,51,Sales,Single,Technical Degree,23,17900,10,17,7,16,4,8,1,1,3,4,4,3,Yes,Travel_Rarely,Male,3,11,Sales Executive,Yes
560,53,Human Resources,Single,Other,20,16590,1,16,10,6,1,8,3,2,3,3,2,3,No,Travel_Rarely,Female,0,24,HR Manager,No
561,40,Research & Development,Single,Marketing,16,15136,9,14,1,13,3,5,3,4,3,4,2,3,Yes,Travel_Frequently,Male,1,10,Manufacturing Director,No
562,19,Human Resources,Divorced,Technical Degree,9,8176,19,0,11,26,3,8,3,2,3,1,1,3,No,Travel_Rarely,Female,3,18,HR Manager,Yes
563,38,Research & Development,Married,Medical,19,10562,17,10,3,24,2,2,2,4,4,4,2,3,No,Travel_Frequently,Male,1,13,Research Scientist,No
564,25,Sales,Single,Marketing,29,17145,6,4,4,9,0,8,4,3,1,4,2,3,No,Travel_Rarely,Male,2,14,Sales Representative,No
565,55,Sales,Single,Human Resources,27,16658,18,4,6,19,5,4,4,3,1,3,3,3,No,Travel_Frequently,Female,0,13,Sales Executive,No
566,27,Research & Development,Married,Technical Degree,27,11338,9,3,7,17,1,4,3,2,1,4,1,3,No,Travel_Rarely,Female,1,15,Research Director,No
567,27,Research & Development,Single,Medical,7,17076,11,8,13,12,5,0,4,4,4,3,4,4,No,Travel_Rarely,Female,3,20,Research Director,No
568,28,Sales,Married,Technical Degree,17,8241,2,2,3,6,5,1,1,1,3,2,1,3,No,Travel_Rarely,Male,1,14,Sales Executive,No
569,44,Research & Development,Married,Human Resources,12,9443,24,9,3,32,0,1,3,4,1,3,3,3,No,Non-Travel,Female,1,20,Manufacturing Director,No
570,41,Research & Development,Divorced,Life Sciences,29,17113,20,2,5,24,4,4,4,4,1,3,1,3,Yes,Travel_Rarely,Male,0,16,Research Director,Yes
571,57,Research & Development,Single,Life Sciences,28,8775,4,9,12,12,3,1,3,3,2,1,4,3,Yes,Travel_Frequently,Female,2,21,Manufacturing Director,Yes
572,35,Research & Development,Married,Marketing,26,15538,14,11,14,18,1,0,4,4,1,1,3,3,No,Travel_Rarely,Female,1,16,Research Scientist,Yes
573,29,Sales,Single,Technical Degree,5,10159,19,3,6,26,4,5,2,3,3,2,4,3,Yes,Non-Travel,Male,3,15,Sales Executive,No
574,20,Research & Development,Divorced,Medical,10,7361,12,1,10,17,0,7,4,3,2,3,4,3,No,Travel_Rarely,Female,1,17,Manufacturing Director,No
575,18,Sales,Divorced,Human Resources,21,5939,5,14,13,7,1,0,4,1,2,1,4,3,No,Travel_Rarely,Male,3,20,Sales Representative,Yes
576,33,Research & Development,Married,Other,22,12920,24,13,12,32,5,5,3,1,1,4,3,3,No,Travel_Rarely,Male,3,16,Manufacturing Director,No
577,56,Research & Development,Married,Technical Degree,11,10633,6,4,10,10,4,8,3,1,3,1,4,3,No,Non-Travel,Female,3,23,Laboratory Technician,No
578,39,Research & Development,Single,Marketing,4,8649,8,15,8,12,0,3,3,1,4,4,1,3,Yes,Travel_Rarely,Male,2,17,Laboratory Technician,Yes
579,55,Sales,Divorced,Life Sciences,4,15376,9,3,14,15,0,1,2,4,3,3,3,3,No,Travel_Frequently,Female,2,14,Sales Representative,No
580,22,Sales,Married,Human Resources,20,2018,22,16,3,31,1,0,3,1,4,2,4,3,No,Travel_Rarely,Male,1,10,Sales Representative,Yes
581,21,Research & Development,Single,Other,14,3659,12,2,5,20,0,8,4,1,4,2,2,3,Yes,Travel_Rarely,Male,0,15,Laboratory Technician,Yes
582,53,Research & Development,Married,Marketing,15,19312,17,11,10,20,1,3,1,4,4,3,4,3,Yes,Travel_Rarely,Female,0,10,Research Director,No
583,22,Research & Development,Married,Technical Degree,24,13943,22,0,0,24,3,0,1,2,3,1,3,3,No,Travel_Rarely,Male,1,10,Research Scientist,Yes
584,20,Human Resources,Divorced,Human Resources,1,11893,23,3,7,26,0,7,2,4,1,3,2,3,Yes,Travel_Frequently,Female,2,15,HR Specialist,Yes
585,34,Human Resources,Married,Human Resources,22,2265,21,7,12,23,1,7,2,4,2,3,2,3,No,Travel_Frequently,Male,0,14,HR Specialist,No
586,56,Research & Development,Married,Life Sciences,8,12771,22,1,2,24,1,6,3,3,2,1,1,3,No,Travel_Rarely,Male,3,23,Research Scientist,No
587,46,Sales,Married,Human Resources,28,9826,23,8,12,27,5,0,2,4,3,4,4,3,Yes,Travel_Rarely,Male,3,20,Sales Representative,No
588,22,Research & Development,Single,Other,28,12798,24,4,6,24,5,0,3,4,4,3,3,3,Yes,Travel_Rarely,Male,0,21,Research Scientist,No
589,53,Research & Development,Married,Human Resources,15,2738,16,1,12,21,5,1,1,1,3,1,2,3,Yes,Travel_Rarely,Male,0,18,Laboratory Technician,Yes
590,53,Research & Development,Single,Marketing,10,11911,3,17,9,11,2,1,2,1,2,3,4,3,No,Travel_Rarely,Male,3,11,Manufacturing Director,No
591,51,Sales,Married,Technical Degree,7,12401,2,17,2,6,3,4,3,2,4,2,1,3,No,Non-Travel,Male,0,22,Sales Representative,No
592,55,Research & Development,Married,Medical,6,7220,19,17,11,19,3,3,2,3,3,4,4,3,Yes,Travel_Frequently,Male,0,17,Manufacturing Director,Yes
593,28,Research & Development,Married,Technical Degree,29,2981,7,2,0,10,5,6,3,4,4,2,2,4,No,Travel_Rarely,Male,0,16,Laboratory Technician,Yes
594,59,Research & Development,Single,Medical,6,19488,20,6,3,23,4,0,3,1,3,4,3,3,No,Non-Travel,Male,2,19,Laboratory Technician,No
595,31,Human Resources,Single,Marketing,13,14768,23,5,13,28,5,6,2,1,3,4,1,3,No,Travel_Frequently,Male,0,12,HR Manager,Yes
596,51,Research & Development,Married,Medical,14,13190,16,5,13,18,3,8,2,2,2,1,3,3,Yes,Travel_Rarely,Male,0,17,Research Scientist,Yes
597,42,Research & Development,Single,Marketing,20,15807,19,7,0,22,5,1,4,2,2,2,3,3,Yes,Travel_Rarely,Male,1,19,Manufacturing Director,No
598,50,Research & Development,Single,Marketing,25,14076,6,9,5,13,4,5,4,4,2,1,4,3,No,Travel_Rarely,Male,2,20,Manufacturing Director,No
599,44,Research & Development,Married,Life Sciences,17,4419,10,8,1,11,4,4,1,2,2,2,2,4,No,Travel_Frequently,Male,3,17,Laboratory Technician,No
600,44,Sales,Married,Human Resources,22,10186,24,5,4,33,3,0,3,4,3,1,1,3,No,Travel_Frequently,Male,0,24,Sales Executive,Yes
601,43,Research & Development,Married,Marketing,17,17996,20,17,14,22,2,2,2,1,2,3,1,3,Yes,Travel_Rarely,Female,1,24,Manufacturing Director,No
602,50,Research & Development,Married,Other,13,7181,5,17,2,13,3,7,1,1,1,1,1,3,Yes,Travel_Rarely,Male,2,11,Research Scientist,No
603,49,Sales,Divorced,Medical,5,19499,23,5,9,23,2,7,3,4,1,3,2,4,No,Travel_Frequently,Male,1,11,Sales Executive,No
604,23,Sales,Married,Human Resources,7,3158,12,3,12,15,3,3,1,1,4,2,4,4,Yes,Travel_Frequently,Female,2,17,Sales Representative,No
605,52,Research & Development,Married,Medical,13,7953,21,9,13,24,1,0,2,1,2,4,1,4,No,Non-Travel,Male,0,22,Research Scientist,No
606,40,Sales,Divorced,Technical Degree,2,8304,13,6,5,17,4,2,3,3,3,4,1,3,No,Travel_Rarely,Male,2,17,Sales Representative,No
607,31,Research & Development,Married,Marketing,10,13113,15,17,10,15,3,7,4,1,4,3,1,3,Yes,Travel_Frequently,Female,3,13,Manufacturing Director,Yes
608,39,Research & Development,Married,Marketing,14,5169,4,7,7,6,4,5,2,1,1,2,2,3,No,Non-Travel,Female,2,18,Research Director,No
609,58,Research & Development,Married,Technical Degree,14,6124,8,0,1,16,1,3,4,2,4,3,3,3,Yes,Travel_Rarely,Female,2,24,Manufacturing Director,No
610,54,Sales,Married,Human Resources,24,13917,18,2,3,27,4,0,4,3,3,3,2,3,No,Travel_Rarely,Female,0,12,Sales Representative,No
611,53,Research & Development,Married,Medical,29,7123,21,1,11,25,4,7,2,3,3,1,2,4,Yes,Travel_Rarely,Male,3,16,Manufacturing Director,Yes
612,37,Research & Development,Married,Other,22,17822,2,6,10,3,0,4,1,3,2,2,1,3,No,Travel_Rarely,Female,2,19,Research Scientist,No
613,50,Research & Development,Single,Medical,3,17663,1,5,7,3,2,4,3,1,3,4,4,3,No,Non-Travel,Male,2,15,Laboratory Technician,No
614,34,Sales,Single,Medical,12,7449,17,15,11,26,4,7,1,2,1,2,1,3,Yes,Travel_Rarely,Female,0,10,Manager,Yes
615,46,Research & Development,Married,Medical,22,12079,11,16,10,20,5,5,4,2,2,1,1,3,No,Travel_Rarely,Male,2,20,Research Scientist,No
616,44,Research & Development,Single,Other,18,7991,21,2,5,29,4,8,2,2,4,4,3,3,No,Travel_Frequently,Male,2,21,Laboratory Technician,No
617,28,Sales,Married,Life Sciences,14,8207,1,17,4,9,2,5,4,3,2,4,4,4,No,Travel_Rarely,Male,2,19,Sales Executive,No
618,29,Sales,Married,Marketing,13,14066,8,10,14,15,1,3,3,1,3,3,2,3,Yes,Non-Travel,Male,0,19,Manager,No
619,20,Sales,Divorced,Marketing,12,7276,0,5,14,6,5,8,2,3,4,3,1,3,Yes,Travel_Frequently,Male,0,19,Sales Representative,Yes
620,23,Sales,Single,Human Resources,17,4686,17,7,0,24,5,5,4,4,3,2,3,3,No,Travel_Rarely,Female,1,14,Sales Executive,No
621,36,Sales,Married,Marketing,6,6664,21,7,11,27,5,6,4,3,2,2,2,3,No,Travel_Rarely,Male,2,10,Manager,No
622,38,Human Resources,Married,Other,16,18729,3,3,1,6,1,2,4,2,4,4,2,3,No,Travel_Rarely,Female,1,24,HR Manager,No
623,24,Research & Development,Single,Human Resources,6,6667,8,15,12,14,2,6,1,2,4,4,4,3,No,Travel_Rarely,Male,2,13,Research Scientist,Yes
624,35,Research & Development,Single,Human Resources,20,8549,21,0,8,23,1,5,2,3,3,2,4,3,No,Travel_Frequently,Male,3,22,Research Director,No
625,43,Human Resources,Single,Human Resources,26,13318,1,1,10,7,5,0,4,3,1,2,2,3,Yes,Travel_Rarely,Male,3,18,HR Manager,No
626,27,Sales,Single,Life Sciences,15,3821,23,4,10,26,5,2,4,2,2,1,3,4,No,Travel_Frequently,Male,2,18,Manager,No
627,32,Research & Development,Single,Marketing,12,6832,22,2,9,26,1,8,2,1,2,1,3,3,No,Travel_Rarely,Male,2,10,Research Scientist,No
628,33,Research & Development,Married,Technical Degree,28,5144,3,1,3,4,1,5,1,3,1,2,4,3,No,Travel_Rarely,Male,0,24,Research Scientist,No
629,39,Research & Development,Married,Medical,20,18638,3,6,12,12,3,6,2,3,2,3,4,4,No,Travel_Rarely,Male,0,17,Laboratory Technician,No
630,33,Research & Development,Single,Life Sciences,13,18789,17,6,8,24,2,1,3,1,1,3,2,3,No,Non-Travel,Female,2,22,Research Director,Yes
631,48,Research & Development,Single,Life Sciences,1,15603,0,2,8,1,2,1,3,3,3,4,1,4,No,Travel_Frequently,Male,3,21,Laboratory Technician,No
632,31,Sales,Single,Human Resources,1,6448,12,14,4,16,2,8,4,1,2,2,1,4,No,Travel_Rarely,Female,0,12,Manager,No
633,36,Research & Development,Married,Technical Degree,7,13095,1,15,0,5,4,3,1,3,3,1,1,3,Yes,Travel_Frequently,Female,2,24,Research Scientist,Yes
634,33,Human Resources,Married,Medical,7,13920,13,12,8,21,5,7,2,3,2,4,4,3,No,Travel_Rarely,Male,1,18,HR Specialist,Yes
635,25,Human Resources,Married,Human Resources,21,17648,8,9,5,15,5,7,2,1,3,4,3,3,No,Travel_Rarely,Female,0,12,HR Manager,No
636,46,Sales,Single,Human Resources,15,4810,17,17,9,25,2,3,4,3,3,3,4,3,No,Travel_Frequently,Female,1,18,Sales Representative,Yes
637,27,Research & Development,Single,Human Resources,29,15252,22,6,5,26,4,8,1,1,1,1,1,3,No,Travel_Rarely,Female,1,19,Research Director,Yes
638,30,Sales,Divorced,Other,16,5493,12,7,14,13,4,6,1,2,2,2,1,4,Yes,Travel_Rarely,Female,3,19,Sales Representative,Yes
639,51,Human Resources,Single,Other,27,12236,16,0,10,23,1,1,2,3,3,3,1,3,No,Travel_Rarely,Male,3,14,HR Specialist,No
640,57,Sales,Single,Medical,17,17826,15,12,6,17,4,0,1,2,3,4,3,3,No,Travel_Rarely,Female,3,24,Manager,Yes
641,46,Human Resources,Single,Human Resources,11,3117,24,1,10,30,2,1,3,4,1,3,1,3,Yes,Travel_Frequently,Male,0,13,HR Manager,No
642,56,Research & Development,Divorced,Marketing,21,4664,5,11,9,9,3,6,3,4,4,2,3,3,No,Non-Travel,Male,3,17,Research Director,No
643,53,Sales,Married,Marketing,14,16636,5,14,9,8,4,1,3,4,1,2,4,3,No,Travel_Rarely,Female,2,22,Sales Representative,No
644,38,Sales,Married,Technical Degree,8,2337,9,3,8,10,5,2,4,1,4,2,1,3,Yes,Non-Travel,Male,0,11,Sales Representative,No
645,50,Research & Development,Divorced,Technical Degree,14,14332,18,11,13,26,5,3,2,1,3,1,3,3,No,Travel_Rarely,Female,2,16,Laboratory Technician,No
646,31,Sales,Single,Marketing,20,11022,21,5,4,27,4,1,2,1,2,1,3,3,Yes,Travel_Frequently,Male,0,17,Sales Representative,Yes
647,37,Research & Development,Divorced,Other,11,8238,6,7,6,9,3,2,2,3,1,4,4,3,No,Travel_Frequently,Male,1,21,Laboratory Technician,Yes
648,40,Human Resources,Single,Medical,21,17529,2,9,3,9,2,6,4,2,4,2,1,4,No,Travel_Rarely,Female,3,21,HR Specialist,No
649,58,Research & Development,Married,Life Sciences,29,17281,15,4,8,24,2,8,3,3,3,4,1,3,No,Travel_Rarely,Male,3,21,Research Scientist,No
650,53,Research & Development,Married,Life Sciences,12,7867,14,14,14,21,5,4,1,2,4,2,1,3,Yes,Travel_Rarely,Male,1,15,Laboratory Technician,No
651,38,Research & Development,Married,Human Resources,9,2079,9,7,9,18,1,6,3,1,4,4,3,3,No,Travel_Frequently,Female,0,17,Research Director,No
652,45,Sales,Divorced,Marketing,12,4306,4,8,3,8,3,4,3,3,1,1,4,3,No,Non-Travel,Female,2,10,Manager,No
653,26,Human Resources,Single,Marketing,25,3932,21,14,13,24,4,4,1,3,3,1,1,4,No,Travel_Rarely,Female,0,22,HR Manager,Yes
654,51,Sales,Divorced,Technical Degree,6,19680,21,4,11,29,0,4,3,3,2,3,2,3,No,Travel_Rarely,Male,3,14,Sales Representative,No
655,41,Sales,Married,Marketing,29,12744,18,8,6,24,3,8,3,2,4,4,3,3,Yes,Travel_Frequently,Female,1,17,Manager,Yes
656,40,Sales,Married,Technical Degree,13,14181,14,17,2,20,1,0,1,3,1,1,4,3,No,Travel_Rarely,Female,0,20,Manager,No
657,50,Human Resources,Divorced,Life Sciences,25,6156,6,7,6,12,1,4,1,4,1,3,4,3,Yes,Travel_Rarely,Female,0,21,HR Manager,No
658,44,Sales,Single,Life Sciences,23,17312,10,2,12,19,3,0,3,3,3,1,3,4,No,Travel_Frequently,Male,1,11,Sales Representative,Yes
659,21,Research & Development,Divorced,Other,23,15008,1,5,8,7,0,7,3,4,3,3,4,3,No,Travel_Frequently,Male,2,21,Research Scientist,No
660,30,Research & Development,Married,Marketing,27,15538,6,17,2,14,0,5,3,2,3,3,4,4,No,Travel_Rarely,Male,3,15,Laboratory Technician,No
661,25,Research & Development,Married,Medical,6,10428,11,13,2,11,2,0,2,1,2,3,4,3,No,Travel_Rarely,Male,2,16,Research Director,No
662,48,Human Resources,Single,Marketing,18,14568,10,14,14,17,3,5,3,4,2,2,2,3,No,Travel_Rarely,Male,2,11,HR Manager,No
663,19,Research & Development,Married,Marketing,3,11792,2,4,6,5,0,3,4,2,4,2,2,3,No,Travel_Rarely,Male,1,20,Research Scientist,Yes
664,26,Human Resources,Married,Medical,9,8922,23,15,10,24,2,0,1,1,4,3,2,3,No,Non-Travel,Female,3,17,HR Specialist,Yes
665,43,Sales,Married,Medical,2,12700,6,7,5,8,1,8,3,1,4,2,4,3,Yes,Travel_Rarely,Male,3,11,Sales Representative,No
666,47,Research & Development,Single,Human Resources,20,7838,12,14,1,20,3,3,1,2,2,3,2,3,No,Travel_Rarely,Male,2,12,Research Director,No
667,39,Research & Development,Single,Life Sciences,18,19151,11,15,6,19,1,0,1,1,4,1,4,3,No,Travel_Rarely,Male,3,20,Manufacturing Director,No
668,54,Research & Development,Divorced,Medical,22,14905,11,3,10,14,0,5,4,3,2,2,3,3,No,Travel_Rarely,Female,1,11,Research Director,No
669,56,Research & Development,Single,Marketing,6,15301,21,16,5,22,3,3,1,3,4,1,1,3,Yes,Travel_Rarely,Male,1,17,Research Scientist,Yes
670,23,Human Resources,Married,Technical Degree,10,14900,18,11,9,22,5,5,3,2,4,1,2,3,No,Travel_Rarely,Male,3,20,HR Manager,No
671,58,Research & Development,Divorced,Other,20,10070,21,13,6,24,3,1,3,1,1,2,1,3,No,Travel_Rarely,Female,1,23,Research Scientist,No
672,43,Research & Development,Single,Other,24,19110,9,13,5,13,2,7,4,1,4,2,3,3,Yes,Travel_Rarely,Female,3,12,Research Director,Yes
673,44,Research & Development,Single,Medical,26,5741,6,3,3,13,2,3,3,4,3,1,2,3,No,Travel_Rarely,Male,3,14,Research Director,No
674,21,Research & Development,Married,Technical Degree,3,12235,10,13,3,13,0,3,3,2,4,1,2,3,No,Travel_Rarely,Female,3,12,Manufacturing Director,No
675,44,Research & Development,Single,Life Sciences,12,3249,14,3,3,15,1,7,4,1,3,4,1,3,Yes,Travel_Rarely,Female,1,23,Manufacturing Director,No
676,48,Research & Development,Married,Technical Degree,1,7303,8,4,10,9,2,4,4,3,1,3,1,3,Yes,Travel_Rarely,Male,1,18,Laboratory Technician,Yes
677,42,Sales,Married,Life Sciences,24,12341,11,2,5,17,3,0,3,4,4,3,4,3,No,Travel_Rarely,Female,1,24,Sales Representative,Yes
678,21,Sales,Married,Life Sciences,4,10811,3,3,11,4,2,5,1,1,1,3,4,3,Yes,Travel_Rarely,Male,2,10,Manager,Yes
679,39,Research & Development,Married,Human Resources,24,18940,14,17,4,16,5,5,1,4,4,1,2,3,No,Travel_Frequently,Female,2,20,Laboratory Technician,No
680,57,Research & Development,Married,Medical,5,13046,17,5,4,25,3,2,2,3,1,3,4,3,No,Non-Travel,Female,1,10,Laboratory Technician,Yes
681,48,Human Resources,Married,Marketing,1,9406,13,6,13,13,0,1,3,2,4,4,3,3,No,Travel_Rarely,Female,0,11,HR Manager,No
682,23,Research & Development,Single,Life Sciences,26,9681,21,8,13,27,3,0,3,4,2,2,2,3,No,Travel_Rarely,Female,1,16,Research Director,No
683,58,Sales,Married,Human Resources,13,13008,24,12,6,24,3,7,4,2,1,4,2,3,Yes,Travel_Frequently,Male,3,15,Sales Representative,No
684,58,Sales,Divorced,Human Resources,13,16240,22,10,4,31,0,0,1,3,1,4,3,3,No,Non-Travel,Male,3,15,Sales Executive,No
685,25,Sales,Married,Technical Degree,19,6977,2,9,10,9,2,5,1,1,2,3,4,4,Yes,Travel_Rarely,Female,0,11,Manager,No
686,51,Human Resources,Married,Other,8,12523,22,15,1,30,5,7,1,1,4,1,2,3,Yes,Travel_Rarely,Male,3,18,HR Manager,No
687,35,Sales,Married,Marketing,21,12345,8,8,6,14,2,3,3,4,4,3,2,3,No,Travel_Rarely,Male,0,15,Sales Executive,No
688,42,Research & Development,Single,Medical,13,2169,11,13,8,15,2,1,3,4,3,4,4,3,No,Travel_Frequently,Female,2,24,Manufacturing Director,No
689,36,Human Resources,Single,Life Sciences,8,18429,10,16,10,19,1,6,1,1,3,3,3,3,Yes,Travel_Rarely,Male,0,21,HR Specialist,No
690,50,Human Resources,Single,Medical,12,12257,7,12,1,14,0,5,4,1,2,4,2,3,No,Travel_Rarely,Male,3,16,HR Manager,No
691,59,Sales,Divorced,Medical,1,6357,21,0,0,21,1,0,2,3,4,3,2,3,Yes,Travel_Rarely,Male,3,21,Manager,No
692,51,Sales,Single,Medical,9,13404,15,4,4,20,4,5,3,4,2,2,3,3,Yes,Travel_Rarely,Male,1,18,Sales Representative,Yes
693,57,Sales,Divorced,Medical,18,14200,24,11,1,29,5,0,4,3,4,4,1,3,No,Travel_Rarely,Female,2,17,Manager,No
694,57,Sales,Single,Technical Degree,4,18474,23,8,7,25,3,3,1,3,2,1,1,4,No,Travel_Rarely,Male,3,23,Sales Representative,No
695,21,Sales,Single,Life Sciences,4,2613,10,5,13,14,4,2,4,2,2,2,3,4,No,Travel_Rarely,Male,0,18,Sales Representative,No
696,28,Research & Development,Married,Technical Degree,20,9446,18,6,4,27,3,7,4,1,2,1,1,3,No,Travel_Frequently,Female,2,17,Research Director,Yes
697,48,Human Resources,Married,Marketing,13,5242,12,1,6,12,3,8,4,4,3,3,3,3,No,Travel_Rarely,Male,1,18,HR Specialist,No
698,42,Research & Development,Married,Human Resources,4,12340,12,4,3,21,2,6,1,4,3,4,4,3,Yes,Travel_Rarely,Female,2,21,Laboratory Technician,No
699,20,Research & Development,Divorced,Technical Degree,22,11028,18,14,0,25,0,6,2,2,4,4,1,4,No,Travel_Rarely,Male,2,21,Laboratory Technician,No
700,21,Sales,Divorced,Other,23,10549,17,0,10,18,2,0,1,3,1,1,2,3,Yes,Travel_Frequently,Male,2,18,Sales Executive,Yes
701,39,Research & Development,Single,Marketing,2,19676,22,15,3,25,5,0,2,1,1,3,4,3,No,Travel_Frequently,Male,2,12,Laboratory Technician,No
702,43,Research & Development,Married,Medical,6,11569,19,6,8,27,3,6,4,2,4,4,1,4,No,Non-Travel,Female,2,19,Research Scientist,No
703,25,Research & Development,Single,Technical Degree,11,9398,15,14,10,22,4,3,4,1,4,4,4,4,No,Travel_Rarely,Female,0,16,Manufacturing Director,Yes
704,25,Human Resources,Divorced,Technical Degree,22,3211,22,4,12,22,0,4,4,2,1,3,1,3,No,Travel_Rarely,Male,3,23,HR Manager,No
705,23,Sales,Married,Marketing,3,7212,2,14,2,3,1,6,2,1,4,1,4,4,No,Travel_Rarely,Male,0,23,Manager,Yes
706,41,Sales,Married,Technical Degree,24,18151,19,10,8,28,1,3,4,3,2,2,2,3,Yes,Travel_Frequently,Male,1,10,Sales Representative,No
